Senyawa,smiles
Apigenin 7-(2''-glucuronosyllactate),CC(C(=O)OC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O
"Apigenin 7-(4'',6''-di-p-coumarylglucoside)",C1=CC(=CC=C1/C=C/C(=O)OCC2[C@H]([C@@H](C([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)OC(=O)/C=C/C6=CC=C(C=C6)O)O
Apigenin 7-(6''-p-coumarylglucoside),C1=CC(=CC=C1/C=C/C(=O)OCC2[C@H]([C@@H](C([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O
Apigenin 7-Glucosyl-(1->2)-glucuronide-4'-glucuronide,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4C([C@H]([C@@H](C(O4)C(=O)O)O)O)O[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O)O)O[C@H]6C([C@H]([C@@H](C(O6)C(=O)O)O)O)O
Apigenin 7-glucuronide-4'-(2'''-E-p-coumaroylglucuronosyl)-(1->2)-glucuronide,C1=CC(=CC=C1/C=C/C(=O)OC2[C@H]([C@@H](C(O[C@H]2OC3[C@H]([C@@H](C(O[C@H]3OC4=CC=C(C=C4)C5=CC(=O)C6=C(C=C(C=C6O5)O[C@H]7C([C@H]([C@@H](C(O7)C(=O)O)O)O)O)O)C(=O)O)O)O)C(=O)O)O)O)O
Apigenin 7-Glucuronosyl-(1->3)-[2''-p-coumaroylglucuronosyl)-(1->2)-glucuronide],C1=CC(=CC=C1/C=C/C(=O)OC2[C@H]([C@@H](C(O[C@H]2OC3[C@H]([C@@H](C(O[C@H]3OC4=CC(=C5C(=C4)OC(=CC5=O)C6=CC=C(C=C6)O)O)C(=O)O)O)O[C@H]7C([C@H]([C@@H](C(O7)C(=O)O)O)O)O)C(=O)O)O)O)O
Apigenin 7-lactate,CC(C(=O)OC1=CC(=C2C(=C1)OC(=CC2=O)C3=CC=C(C=C3)O)O)O
Apigenin 7-O-(6''-O-p-coumaroylglucoside),C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O
Apigenin 7-O-rutinoside,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=C3)OC(=CC4=O)C5=CC=C(C=C5)O)O)O)O)O)O)O)O
Apiin,OC[C@H]1O[C@@H](Oc2cc(O)c3C(=O)C=C(Oc3c2)c4ccc(O)cc4)[C@H](O[C@@H]5OC[C@](O)(CO)[C@H]5O)[C@@H](O)[C@@H]1O
Apiol,COc1cc(CC=C)c(OC)c2OCOc12
Apo-11-zeaxanthinal,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=O)/C
Apo-12'-capsorubinal,C/C(=C\C=C\C=C(/C)\C=O)/C=C/C=C(\C)/C=C/C(=O)[C@@]1(C[C@H](CC1(C)C)O)C
Apo-12'-zeaxanthinal,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=O)/C)/C
Apo-13-zeaxanthinone,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=O)C)/C
Apo-14'-zeaxanthinal,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=O)/C)/C
Apo-15-zeaxanthinal,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=O)/C)/C
Apo-8'-capsorubinal,C/C(=C\C=C\C=C(/C)\C=C\C=C(/C)\C=O)/C=C/C=C(\C)/C=C/C(=O)[C@@]1(C[C@H](CC1(C)C)O)C
Apo-9-zeaxanthinone,CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=O)C
Apoatropine,CN1C2CCC1CC(C2)OC(=O)C(=C)c3ccccc3
Apocynoside I,C[C@H](/C=C/[C@H]1C(=CC(=O)CC1(C)C)CO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O
Apohyoscine,CN1C2CC(CC1[C@@H]3O[C@H]23)OC(=O)C(=C)c4ccccc4
Arabinose,OC[C@@H](O)[C@@H](O)[C@H](O)C=O
Arachidic acid,CCCCCCCCCCCCCCCCCCCC(O)=O
Arborside A,C[C@@H]1[C@@H]2[C@H]([C@@H]([C@@H]1OC(=O)C3=CC=CC=C3)OC(=O)C4=CC=CC=C4)C(=CO[C@H]2O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C(=O)OC
Arborside B,C[C@H]1[C@H](C[C@H]2[C@@H]1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)OC(=O)C4=CC=CC=C4
Arborside C,C[C@@H]1[C@@H]2[C@H](C([C@@H]1OC(=O)C3=CC=CC=C3)O)C(=CO[C@H]2O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)C(=O)OC
Arbortristoside D,COC(=O)C1=CO[C@H]([C@H]2[C@@H]1[C@@H]([C@@H]([C@@H]2COC(=O)/C=C/C3=CC(=C(C=C3)O)O)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O
Arbortristoside E,C[C@@H]1[C@@H]2[C@H]([C@@H]([C@@H]1O)O)C(=CO[C@H]2O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)COC(=O)/C=C/C4=CC=C(C=C4)OC)O)O)O)C(=O)OC
Arbutin,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O
Ardisiphenol A,CCCCCCCCCCCCCCCC1=C(C(=CC(=C1)O)O)OC(=O)C
Ardisiphenol B,CCCCCC/C=C\CCCCCCCC1=C(C(=CC(=C1)O)O)OC(=O)C
Ardisiphenol C,CCCCC/C=C\C/C=C\CCCCCCCC1=C(C(=CC(=C1)O)O)OC(=O)C
Arecaidine,CN1CCC=C(C1)C(O)=O
Arecatannin A1,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C(C(=CC(=C34)O)O)C5C(C(OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)O)C9=CC(=C(C=C9)O)O)O
Arecatannin B1,C1[C@@H]([C@H](OC2=C1C(=C(C(=C2)O)[C@@H]3[C@H]([C@H](OC4=C(C(=CC(=C34)O)O)[C@@H]5[C@H]([C@H](OC6=CC(=CC(=C56)O)O)C7=CC(=C(C=C7)O)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O
Arecoline,COC(=O)C1=CCCN(C)C1
Arginin,N[C@@H](CCCNC(N)=N)C(O)=O
Aristelegin A,CO[C@@H]1[C@H]([C@H](C(=O)O1)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5
Aristelegin B,COC1=C(C=C(C=C1)C[C@@H]2COC[C@H]2[C@@H](C3=CC(=C(C=C3)OC)OC)O)OC
Aristelegin C,COC1=C(C=C(C=C1)C[C@@H]2COC[C@H]2[C@@H](C3=CC4=C(C=C3)OCO4)O)OC
Aristelegone A,C[C@@H]1CCC(=O)C2=C1C=C(C(=C2)C)O
Aristelegone B,C[C@@H]1C[C@@H](C(=O)C2=C1C=C(C(=C2)C)OC)O
Aristelegone C,C[C@H]1CCC(=O)C2=C1C=C(C(=C2)CO)O
Aristelegone D,C[C@@H]1C[C@@H]([C@@H](C2=C1C=C(C(=C2)C)OC)O)O
Aristogin A,COC1=C(C=C(C=C1)C=O)OC2=CC=C(C=C2)C(=O)OC
Aristogin B,COC1=C(C=C(C=C1)C(=O)OC)OC2=CC=C(C=C2)C=O
Aristogin C,COC1=C(C=C(C=C1)OC2=CC=C(C=C2)C(=O)OC)C(=O)OC
Aristogin D,COC(=O)C1=CC=C(C=C1)OC2=C(C=CC(=C2)C(=O)OC)O
Aristogin E,COC1=C(C=C(C=C1)C(=O)OC)OC2=CC=C(C=C2)CO
Aristolactam AIIIa,COC1=C(C=C2C3=C(C=C4C=CC(=CC4=C31)O)NC2=O)O
Aristolin,C[C@@]12CCCC([C@H]1CC[C@]34[C@H]2CC[C@H](C3)[C@](C4)(CO)OC(=O)C5=CC6=C(C7=C8C=CC=C(C8=CC(=C57)[N+](=O)[O-])OC)OCO6)(C)C
Aristolindiquinone,Cc1ccc(O)c2C(=C(C)C(=O)C(=O)c12)O
Aristolochic acid I,COc1cccc2c1cc(c3c(cc4OCOc4c23)C(O)=O)[N+]([O-])=O
Aristolochic acid Ia methyl ester,COC(=O)C1=CC2=C(C3=C4C=CC=C(C4=CC(=C13)[N+](=O)[O-])O)OCO2
Aristolochic acid IVa,COC1=CC(=CC2=C3C(=C(C=C12)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O)O
Aristololactam A II,COC1=C(C=C2C3=C1C4=CC=CC=C4C=C3NC2=O)O
Aristoloside,COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc3c1cc(c4c(cc5OCOc5c34)C(O)=O)[N+]([O-])=O
Aristophyll A,CCC1=C(C2=NC1=CC3=C(C(=C(N3)C=C4[C@H]([C@@H](C(=N4)C=C5C(=C(C(=C2)N5)C=C)C)C)CCC(=O)OC)C(=O)OC)C)C
Aristophyll B,CCC1=C(C2=NC1=CC3=C(C(=C(N3)C=C4C(=C(C(=N4)C=C5C(=C(C(=C2)N5)C=C)C)C)CCC(=O)OC)C(=O)OC)C)C
Aristoquinoline A,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C(=O)O)OC)OC)OC)[O-]
Aristoquinoline B,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C(=O)O)OC)OC)OC)[O-]
Aristoquinoline C,C[N+]1(CCC2=CC(=C(C=C2[C@H]1CC3=CC=C(C=C3)OC4=C(C=CC(=C4)C(=O)O)O)OC)OC)[O-]
Arjunetin,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]3(C)CCC5C(C)(C)[C@H](O)[C@@H](O)C[C@]45CO)[C@H]2C1)C(=O)O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O
Arjungenin,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4[C@@H](C(CC5)(C)C)O)C(=O)O)C)(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C
Arjunglucoside I,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4[C@@H](C(CC5)(C)C)O)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C
Arjunglucoside II,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C
Arjunic acid,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@H]4[C@@]3(C)CCC5C(C)(C)[C@@H](O)[C@H](O)C[C@]45CO)[C@H]2C1)C(O)=O
Arjunolic Acid,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
Armepavine,COc1cc2CCN(C)[C@H](Cc3ccc(O)cc3)c2cc1OC
Arnidiol,C[C@H]1[C@H]2[C@H]3CCC4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)C[C@H](O)[C@@]2(C)CCC1=C
Arnottianamide,COc1ccc(c(O)c1OC)c2ccc3cc4OCOc4cc3c2N(C)C=O
"Aromadendrane-4beta,10beta-diol",C[C@]1(CC[C@H]2C(C2(C)C)[C@@H]3[C@H]1CC[C@@]3(C)O)O
Aromadendrene,CC1CCC2C1C3C(CCC2=C)C3(C)C
Aromadendrin 3-galactoside,C1=CC(=CC=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O[C@H]4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O
Artecanin,C[C@@]1(O)CC[C@@H]2[C@H](OC(=O)C2=C)[C@H]3[C@@]4(C)O[C@H]4[C@H]5O[C@@]135
Arteglasin A,CC(=O)O[C@H]1CC(=C2C[C@H]3O[C@@]3(C)[C@@H]2[C@H]4OC(=O)C(=C)[C@H]14)C
Artemetin,COc1ccc(cc1OC)C2=C(OC)C(=O)c3c(O)c(OC)c(OC)cc3O2
Artemetin 5-glucosyl-(1->4)-rhamnoside,CC1[C@@H]([C@@H](C([C@@H](O1)OC2=C3C(=CC(=C2OC)OC)OC(=C(C3=O)OC)C4=CC(=C(C=C4)OC)OC)O)O)O[C@H]5C([C@H]([C@@H](C(O5)CO)O)O)O
Artesin,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4
Artobiloxanthone,CC(=C)[C@H]1CC2=C(C3=C1C(=C(C=C3O)O)O)OC4=C(C2=O)C(=CC5=C4C=CC(O5)(C)C)O
Artocarpanone,COC1=CC(=C2C(=O)C[C@H](OC2=C1)C3=C(C=C(C=C3)O)O)O
Artocarpesin,CC(C)=CCc1c(O)cc2OC(=CC(=O)c2c1O)c3ccc(O)cc3O
Artocarpetin,COC1=CC(=C2C(=C1)OC(=CC2=O)C3=C(C=C(C=C3)O)O)O
Artocarpetin B,CC(=CCC1=C(C=C(C2=C1OC(=CC2=O)C3=C(C=C(C=C3)O)OC)O)OC)C
Artocarpin,COc1cc2OC(=C(CC=C(C)C)C(=O)c2c(O)c1/C=C/C(C)C)c3ccc(O)cc3O
Artochamin B,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C3=C(O2)C4=CC(=C(C=C4OC3C=C(C)C)O)O)C
Artochamin D,CC(=CCC1=C2C(=C(C=C1O)O)C(=O)C(=C(O2)C3=CC(=C(C=C3O)OC)O)CC=C(C)C)C
Artocommunol CA,CC(=CC1C2=C(C3=C(O1)C=C(C=C3)OC)OC4=C(C2=O)C(=CC5=C4C=CC(O5)(C)C)O)C
Artocommunol CB,CC(C)=CCC/C(C)=C/CC1=C(Oc2c3C=CC(C)(C)Oc3c(CC=C(C)C)c(O)c2C1=O)c4ccc(O)cc4O
Artocommunol CC,CC(=CCCC1(C=CC2=C(O1)C=C(C3=C2OC4=C(C3=O)C[C@H](OC5=C4C=CC(=C5)O)C(C)(C)O)O)C)C
Artocommunol CD,CC(=CCC/C(=C/CC1=C(OC2=C(C(=CC(=C2C1=O)O)O)CC=C(C)C)C3=C(C=C(C=C3)O)O)/C)C
Artocommunol CE,CC(=CC(C1=C(OC2=C(C1=O)C(=CC3=C2C=CC(O3)(C)C)O)C4=CC=C(C=C4)OC)O)C
Artoindonesianin A,CC(=CCC/C(=C/CC1=C2C(=C(C3=C1OC4=C(C3=O)CC5C6=C4C(=CC(=C6OC5(C)C)O)O)O)C=CC(O2)(C)C)/C)C
Artoindonesianin B,CC(C)/C=C/C1=C(C=C2C(=C1O)C(=O)C3=C(O2)C4=C(C=C(C=C4)O)OC(C3)C(C)(C)OO)OC
Artoindonesianin L,CC(=CCC/C(=C/CC1=C(OC2=CC3=C(C=CC(O3)(C)C)C(=C2C1=O)O)C4=CC(=C(C=C4O)O)O)/C)C
Artoindonesianin Q,COc1cc(O)c2C(=O)C(=C(Oc2c1)c3cc(O)c(OC)cc3O)CC=C(C)C
Artoindonesianin R,COc1cc(OC)c(cc1O)C2=C(CC=C(C)C)C(=O)c3c(O)cc(O)cc3O2
Artoindonesianin S,COc1cc(O)c2C(=O)C3=C(Oc2c1)c4c(O)cc(OC)c(O)c4C(C3)C(C)=C
Artoindonesianin T,COc1cc(O)c2C3=C(CC(C(C)=C)c2c1O)C(=O)c4c(O)cc(O)cc4O3
Artoindonesianin V,CC(=CCC/C(=C/CC1=C2C(=C(C3=C1OC4=C(C3=O)CC(C5=C4C(=CC(=C5O)O)O)C(=C)C)O)C=CC(O2)(C)C)/C)C
Artomunoflavanone,COC1=CC(=C(C(=C1)OC)[C@@H]2CC(=O)C3=C(C=C(C=C3O2)O)O)O
Artomunoisoxanthone,CC(=CCC[C@]1(C=CC2=C(O1)C=C(C3=C2OC4=C(C3=O)C[C@@H](C5=C4C(=CC(=C5O)O)O)C(=C)C)O)C)C
Artomunoxanthentrione,CC(=C)C1=C2C(=C3C(=C1)C(=O)C4=C(O3)C5=C(C=C4O)OC(C=C5)(C)C)C(=O)C=C(C2=O)OC
Artomunoxanthone,CC(=C)C1CC2=C(C3=C1C(=C(C=C3O)OC)O)OC4=C(C2=O)C(=CC5=C4C=CC(O5)(C)C)O
Artonin A,CC(=CCC1=C2C(=C(C3=C1OC4=C(C3=O)CC5C6=C4C(=CC(=C6OC5(C)C)O)O)O)C=CC(O2)(C)C)C
Artonin B,CC(=CCC1=C2C(=C(C3=C1OC4=C(C3=O)CC(C5=C4C(=CC(=C5O)O)O)C(=C)C)O)C=CC(O2)(C)C)C
Artonin C,CC1=C[C@@H]([C@@H]([C@H](C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)/C=C/C(C)C)O)C4=C(C=CC(=C4O)C(=O)/C=C/C5=C(C=C(C=C5)O)O)O
Artonin D,CC1=CC(C(C(C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C4=C(C=C3)OC(C=C4)(C)C)O)C5=C(C=CC(=C5O)C(=O)/C=C/C6=C(C=C(C=C6)O)O)O
Artonin E,CC(C)=CCC1=C(Oc2c3C=CC(C)(C)Oc3cc(O)c2C1=O)c4cc(O)c(O)cc4O
Artonin F,CC(=CCC1=C2C(=C3C(=C1O)C(=O)C4=C(O3)C5=C6C(C4)C(OC6=C(C=C5O)O)(C)C)C=CC(O2)(C)C)C
Artonin I,CC1=C[C@@H]([C@@H]([C@H](C1)C2=C(C=C(C=C2)O)O)C(=O)C3=C(C(=C(C=C3)O)CC=C(C)C)O)C4=C(C5=C(C=C4O)OC(=CC5=O)C6=C(C=C(C=C6)O)O)O
Artonin J,CC(=CCC1=C(C2=C3C(CC4=C2OC5=CC(=CC(=C5C4=O)O)O)C(OC3=C1O)(C)C)O)C
Artonin K,CC1(C2CC3=C(C4=C2C(=C(C=C4O)O)O1)OC5=CC(=CC(=C5C3=O)O)OC)C
Artonin L,CC1(C2CC3=C(C4=C(C=C(C(=C24)O1)O)OC)OC5=CC(=CC(=C5C3=O)O)OC)C
Artonin M,CC(=CCCC1(C2CC3=C(C4=C2C(=C(C=C4O)O)O1)OC5=CC6=C(C=CC(O6)(C)C)C(=C5C3=O)O)C)C
Artonin N,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)CC(C4=C3C(=C5C=CC(OC5=C4O)(C)C)O)C(=C)C)O)C
Artonin O,CC(=CCC1=C(C2=C(C=C1O)OC3=C(C2=O)CC(C4=C3C(=C(C(=O)C4=O)CC=C(C)C)O)C(=C)C)O)C
Artonin P,CC(=C)C1CC2=C(C34C1(O3)C(=O)C(=CC4=O)O)OC5=C(C2=O)C(=CC6=C5C=CC(O6)(C)C)O
Artonin S,CC(=CCC1=C(C=C2C(=C1O)C(=O)C3=C(O2)C4=C(C=C(C=C4)O)OC(C3)C(C)(C)O)OC)C
Artonin T,CC(=CCC1=C(C2=C3C(CC4=C2OC5=CC(=CC(=C5C4=O)O)OC)C(OC3=C1O)(C)C)O)C
Artonin U,CC(=CCC1=C(C=C(C2=C1OC(=CC2=O)C3=CC=C(C=C3)O)O)OC)C
Artonol B,CC(=O)C1=C2C(=CC3=C1C(=O)OC3(C)C)C(=O)C4=C(O2)C5=C(C=C4O)OC(C=C5)(C)C
Artonol C,CC(=C)C1CC2=C(C3=C1C(=C4C(=C3O)C=CC(O4)(C)C)O)OC5=C(C2=O)C(=CC6=C5C=CC(O6)(C)C)O
Artonol D,CC(=C)C1CC2=C(C3=C1C(=O)C4=C(C3=O)C=CC(O4)(C)C)OC5=C(C2=O)C(=CC6=C5C=CC(O6)(C)C)O
Artonol E,CC(=C)C1CC2=C(C3=C1C(=C4C(=C3O)C=CC(O4)(C)C)O)OC5=CC(=CC(=C5C2=O)O)OC
Arvelexin,COC1=CC=CC2=C1C(=CN2)CC#N
Arvenin I,CC(=O)OC(C)(C)\C=C\C(=O)[C@](C)(O)[C@H]1[C@H](O)C[C@@]2(C)[C@@H]3CC=C4[C@@H](C[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C(=O)C4(C)C)[C@]3(C)C(=O)C[C@]12C
Arvenin III,C[C@@]12C[C@H]([C@@H]([C@]1(CC(=O)[C@@]3([C@H]2CC=C4[C@H]3C[C@@H](C(=O)C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)C)[C@](C)(C(=O)/C=C/C(C)(C)O)O)O
Asarone,COc1cc(OC)c(\C=C/C)cc1OC
Asebogenin,COc1cc(O)c(C(=O)CCc2ccc(O)cc2)c(O)c1
Ashwagandhanolide,CC1=C(C(=O)O[C@H](C1)[C@@H](C)[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3C[C@@H]([C@]5([C@@]4(C(=O)C=C[C@@H]5O)C)O)S[C@H]6C[C@H]7[C@@H]8CC[C@@H]([C@]8(CC[C@@H]7[C@@]9([C@]6([C@H](C=CC9=O)O)O)C)C)[C@H](C)[C@H]1CC(=C(C(=O)O1)CO)C)C)CO
Asiatic acid,C[C@@H]1CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)C[C@@H](O)[C@H](O)[C@@](C)(CO)[C@@H]5CC[C@@]34C)[C@@H]2[C@H]1C)C(O)=O
Asiaticoside,CC1CC(C2CCC3(C)C4CCC5C(C)(CO)C(O)C(O)CC5(C)C4(C)CC=C3C2C1C)C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O
Asimicin,CCCCCCCCCCC(O)[C@H]1CCC(O1)C2CC[C@@H](O2)[C@H](O)CCCCCCCCCCC(O)CC3=CC(C)OC3=O
Asimilobin,CCCCCCCCCCCCCC[C@@H]([C@@H]1CC[C@H](O1)[C@@H]2CC[C@H](O2)CCCCC[C@H](CC3=C[C@@H](OC3=O)C)O)O
Asimilobine,COc1c(O)cc2CCN[C@@H]3Cc4ccccc4c1c23
Asparagin,N[C@@H](CC(N)=O)C(O)=O
Asparagine,N[C@@H](CC(N)=O)C(O)=O
Asparagoside A,C[C@H]1CC[C@@]2(OC1)O[C@H]3C[C@H]4[C@@H]5CC[C@@H]6C[C@H](CC[C@]6(C)[C@H]5CC[C@]4(C)[C@H]3[C@@H]2C)O[C@@H]7O[C@H](CO)[C@@H](O)[C@H](O)[C@H]7O
Asparagoside E,CC1C2C(CC3C2(CCC4C3CCC5C4(CCC(C5)OC6C(C(C(C(O6)CO)O)OC7C(C(C(C(O7)CO)O)O)O)O)C)C)OC1(CCC(C)COC8C(C(C(C(O8)CO)O)O)O)O
Asparagusic acid,OC(=O)C1CSSC1
Asparagusic acid syn-S-oxide,C1C(CS(=O)S1)C(=O)O
Asperuloside,CC(=O)OCC1=CC2OC(=O)C3=COC(OC4OC(CO)C(O)C(O)C4O)C1C23
Asperulosidic acid,CC(=O)OCC1=C[C@H](O)[C@H]2[C@@H]1[C@@H](OC=C2C(O)=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O
Aspidinol,CCCC(=O)c1c(O)cc(OC)c(C)c1O
Astilbin,CC1OC(OC2C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)c(O)c4)C(O)C(O)C1O
Astragalin,OC[C@H]1O[C@@H](OC2=C(Oc3cc(O)cc(O)c3C2=O)c4ccc(O)cc4)[C@H](O)[C@@H](O)[C@@H]1O
Atropin,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3
Atropine,CN1C2CCC1CC(C2)OC(=O)C(CO)c3ccccc3
Aubergenone,C[C@@H]1[C@@H]2C[C@@H](CC[C@]2(C=CC1=O)C)C(C)(C)O
Aucubin,OC[C@H]1O[C@@H](O[C@@H]2OC=C[C@H]3[C@H](O)C=C(CO)[C@@H]23)[C@H](O)[C@@H](O)[C@@H]1O
Aucuparin,COc1cc(cc(OC)c1O)c2ccccc2
Aurantiamide,C1=CC=C(C=C1)C[C@@H](CO)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)C3=CC=CC=C3
Aurasperone D,COc1cc(O)c2c(O)c3C(=O)C=C(C)Oc3c(c2c1)c4c(OC)cc5cc6OC(=CC(=O)c6c(O)c5c4OC)C
Aureusidin,Oc1cc(O)c2C(=O)\C(Oc2c1)=C\c3ccc(O)c(O)c3
Aureusidin 6-rhamnoside,CC1[C@@H]([C@@H](C([C@@H](O1)OC2=CC(=C3C(=C2)OC(=CC4=CC(=C(C=C4)O)O)C3=O)O)O)O)O
Australone A,CC(=CCCC1(C=CC2=C(O1)C=C3C(=C2O)C(=O)C=C(O3)C4=C(C=C(C=C4)O)O)C)C
Austrofolin,C[C@@]12CC(=O)CC([C@H]1CCC(=C)[C@H]2CC(=O)C3=COC=C3)(C)C
Avenacin A-1,CNc1ccccc1C(=O)O[C@H]2C[C@]3(C)[C@@H](O)C[C@@]4(C)[C@]5(C)CC[C@H]6[C@](C)(CO)[C@H](CC[C@]6(C)[C@H]5C[C@H]7O[C@@]47[C@@H]3C[C@@]2(C)C=O)O[C@@H]8OC[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O
Avenacin B-2,CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]3(C)[C@@H]2C[C@H]4O[C@]45[C@@H]6C[C@@](C)(C=O)[C@H](C[C@]6(C)[C@@H](O)C[C@@]35C)OC(=O)c7ccccc7)O[C@@H]8OC[C@H](O[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O
Avenacoside A,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@H]3CC[C@]4(C)[C@H]5CC[C@@]6(C)[C@@H](C[C@@H]7O[C@]8(CC[C@@](C)(CO[C@@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@H]9O)O8)[C@@H](C)[C@H]67)[C@@H]5CC=C4C3)[C@H](O[C@@H]%10O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%10O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O
